CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Rating,Exited,Geography,Gender
717.0,40.0,1.0,0.0,1.0,1.0,0.0,111981.19,-3,0,Madrid-Spain,Female
485.0,35.0,5.0,0.0,2.0,1.0,,118974.82,-1,0,Paris-France,Male
711.0,29.0,3.0,150315.92,2.0,1.0,0.0,135875.51,3,0,Berlin-Germany,Female
706.0,31.0,1.0,0.0,2.0,0.0,1.0,105533.52,-3,0,Madrid-Spain,Female
592.0,51.0,7.0,118882.6,2.0,1.0,0.0,153883.98,-4,1,Berlin-Germany,Female
697.0,38.0,1.0,0.0,2.0,0.0,1.0,131778.58,0,0,Paris-France,Male
694.0,26.0,9.0,0.0,2.0,1.0,1.0,79082.41,-5,0,Madrid-Spain,Female
597.0,33.0,5.0,0.0,2.0,1.0,0.0,71862.79,-3,0,Madrid-Spain,Female
554.0,37.0,2.0,0.0,2.0,1.0,1.0,131300.58,1,0,Paris-France,Female
699.0,32.0,8.0,0.0,1.0,0.0,0.0,86032.82,3,0,Madrid-Spain,Male
751.0,29.0,10.0,147737.63,1.0,0.0,0.0,94951.27,-1,0,Paris-France,Male
687.0,35.0,8.0,0.0,2.0,1.0,0.0,9904.63,2,0,Paris-France,Female
850.0,,7.0,123863.64,1.0,1.0,0.0,173878.87,2,0,Paris-France,Female
804.0,37.0,1.0,0.0,2.0,1.0,0.0,148804.36,-4,0,Madrid-Spain,Male
508.0,41.0,10.0,0.0,1.0,1.0,1.0,175749.36,3,0,Madrid-Spain,Male
609.0,38.0,2.0,0.0,2.0,0.0,1.0,88827.56,0,0,Paris-France,Female
473.0,40.0,6.0,0.0,2.0,1.0,0.0,73073.68,1,0,Madrid-Spain,Male
555.0,38.0,2.0,76654.41,2.0,1.0,0.0,187811.51,-5,0,Paris-France,Female
729.0,50.0,1.0,102980.19,1.0,1.0,0.0,137028.51,1,1,Berlin-Germany,Male
555.0,36.0,10.0,0.0,1.0,1.0,1.0,143086.33,-1,0,Paris-France,Male
674.0,38.0,1.0,172170.36,,1.0,0.0,159777.37,-3,0,Paris-France,Male
850.0,38.0,7.0,0.0,2.0,0.0,,74780.13,3,0,Madrid-Spain,Female
641.0,64.0,2.0,0.0,1.0,0.0,1.0,126996.67,-2,0,Paris-France,Female
658.0,27.0,4.0,0.0,2.0,1.0,0.0,190269.21,-1,1,Paris-France,Male
616.0,35.0,1.0,151848.89,2.0,1.0,1.0,145796.07,3,0,Berlin-Germany,Male
645.0,44.0,3.0,0.0,1.0,0.0,0.0,143668.44,-4,1,Paris-France,Male
697.0,40.0,10.0,,1.0,0.0,0.0,61312.15,-4,1,Paris-France,Female
721.0,34.0,6.0,0.0,2.0,1.0,0.0,50911.21,2,0,Madrid-Spain,Male
651.0,31.0,9.0,0.0,2.0,1.0,0.0,91340.07,-5,0,Paris-France,Male
537.0,38.0,10.0,0.0,2.0,1.0,1.0,167621.16,-2,0,Paris-France,Female
632.0,41.0,5.0,119624.6,2.0,1.0,0.0,195906.59,-1,0,Berlin-Germany,Female
651.0,49.0,8.0,91538.51,2.0,1.0,1.0,182038.6,-1,0,Berlin-Germany,Male
721.0,35.0,3.0,0.0,2.0,1.0,0.0,81483.64,-5,0,Madrid-Spain,Male
685.0,39.0,5.0,0.0,2.0,1.0,1.0,136398.9,-3,0,Paris-France,Female
625.0,,5.0,122317.62,1.0,1.0,0.0,93821.53,-3,0,Berlin-Germany,Male
577.0,40.0,9.0,0.0,2.0,1.0,0.0,80149.24,-4,0,Paris-France,Male
794.0,52.0,1.0,98800.0,2.0,1.0,1.0,173940.59,4,0,Berlin-Germany,Female
591.0,54.0,7.0,105727.95,1.0,1.0,0.0,67611.36,-5,1,Berlin-Germany,Female
708.0,28.0,9.0,106453.26,2.0,1.0,1.0,141230.96,3,0,Berlin-Germany,Male
739.0,,9.0,0.0,1.0,0.0,0.0,,-4,0,Paris-France,Male
628.0,35.0,9.0,0.0,2.0,1.0,,187768.38,3,0,Paris-France,Female
596.0,29.0,7.0,0.0,2.0,1.0,1.0,121568.37,0,0,Paris-France,Male
683.0,27.0,,0.0,2.0,1.0,1.0,133672.27,-4,0,Madrid-Spain,Male
425.0,37.0,5.0,97738.97,2.0,1.0,1.0,172638.13,-5,1,Berlin-Germany,Male
682.0,51.0,3.0,0.0,2.0,0.0,1.0,28238.25,-4,0,Paris-France,Female
665.0,44.0,3.0,0.0,1.0,1.0,1.0,66548.58,-1,0,Paris-France,Male
634.0,36.0,5.0,,2.0,1.0,0.0,105986.01,-3,0,Paris-France,Unknown
741.0,26.0,2.0,0.0,2.0,1.0,0.0,84790.65,0,0,Paris-France,Male
590.0,41.0,2.0,0.0,2.0,1.0,0.0,107625.36,4,0,Paris-France,Female
795.0,37.0,3.0,123365.39,1.0,0.0,0.0,79577.4,0,0,Berlin-Germany,Female
684.0,39.0,8.0,126384.42,2.0,1.0,,198129.36,0,0,Berlin-Germany,Female
606.0,71.0,8.0,0.0,2.0,1.0,0.0,169741.96,2,0,Paris-France,Male
792.0,38.0,6.0,115702.67,2.0,1.0,1.0,25059.05,-4,0,Madrid-Spain,Male
748.0,33.0,7.0,,2.0,1.0,0.0,167036.92,-2,0,Berlin-Germany,Male
675.0,29.0,9.0,83495.11,,0.0,1.0,78941.59,-1,0,Paris-France,Male
714.0,34.0,8.0,0.0,2.0,1.0,0.0,65611.01,0,0,Paris-France,Male
697.0,35.0,3.0,0.0,2.0,1.0,1.0,146587.9,-3,0,Madrid-Spain,Male
589.0,43.0,6.0,0.0,1.0,1.0,0.0,65413.01,4,1,Paris-France,Female
479.0,31.0,3.0,133776.86,1.0,1.0,0.0,52793.01,-5,0,Paris-France,Male
684.0,52.0,4.0,142400.77,1.0,0.0,0.0,84790.62,2,1,Paris-France,Female
811.0,47.0,3.0,123365.34,2.0,0.0,0.0,171995.34,1,0,Paris-France,Female
621.0,40.0,8.0,0.0,2.0,0.0,1.0,97877.92,3,0,Paris-France,Unknown
641.0,,4.0,0.0,1.0,1.0,1.0,100637.07,2,1,Madrid-Spain,Female
745.0,39.0,9.0,131607.28,4.0,0.0,0.0,6981.43,-1,1,Berlin-Germany,Male
743.0,38.0,6.0,0.0,2.0,1.0,1.0,,-1,0,Madrid-Spain,Male
635.0,35.0,8.0,91828.72,1.0,1.0,0.0,180629.72,-3,0,Paris-France,Male
850.0,43.0,1.0,0.0,2.0,0.0,1.0,164017.89,-2,0,Madrid-Spain,Male
667.0,38.0,3.0,93817.07,1.0,1.0,0.0,142514.51,-3,0,Paris-France,Male
684.0,51.0,3.0,0.0,1.0,1.0,1.0,55701.62,0,0,Madrid-Spain,Male
724.0,45.0,6.0,0.0,2.0,0.0,0.0,64729.51,2,0,Paris-France,Female
578.0,34.0,4.0,0.0,2.0,1.0,0.0,138275.01,4,0,Madrid-Spain,Female
683.0,46.0,4.0,0.0,1.0,1.0,0.0,47911.03,-4,1,Paris-France,Male
842.0,35.0,3.0,84416.14,1.0,1.0,0.0,82434.37,-5,0,Paris-France,Unknown
707.0,39.0,3.0,98800.0,1.0,1.0,,79503.05,-3,1,Madrid-Spain,Female
612.0,37.0,5.0,83061.26,2.0,1.0,0.0,9170.54,-2,0,Paris-France,Female
469.0,,6.0,0.0,2.0,0.0,1.0,187985.59,-2,0,Paris-France,Male
696.0,46.0,5.0,0.0,1.0,1.0,0.0,119439.66,-1,1,Paris-France,Unknown
549.0,45.0,3.0,0.0,2.0,0.0,0.0,25684.93,0,0,Paris-France,Female
549.0,,2.0,113657.41,1.0,0.0,1.0,52861.89,2,1,Berlin-Germany,Male
662.0,38.0,3.0,0.0,2.0,1.0,0.0,72967.68,-4,0,Paris-France,Male
565.0,31.0,7.0,0.0,1.0,1.0,0.0,146652.11,3,0,Paris-France,Male
694.0,33.0,6.0,0.0,2.0,1.0,1.0,77965.44,2,0,Madrid-Spain,Male
679.0,27.0,7.0,87946.39,1.0,0.0,1.0,146785.94,-2,0,Paris-France,Male
590.0,25.0,6.0,0.0,2.0,0.0,1.0,92647.94,4,0,Paris-France,Male
609.0,36.0,9.0,123925.23,1.0,1.0,0.0,,-4,0,Madrid-Spain,Female
611.0,45.0,7.0,0.0,1.0,1.0,0.0,96862.56,1,1,Paris-France,Male
498.0,54.0,,0.0,1.0,1.0,0.0,191763.07,4,0,Madrid-Spain,Female
567.0,60.0,5.0,88937.73,1.0,1.0,0.0,167939.6,-2,1,Paris-France,Female
715.0,42.0,6.0,0.0,1.0,1.0,1.0,128745.69,4,0,Madrid-Spain,Male
726.0,47.0,9.0,0.0,2.0,1.0,1.0,116473.42,-3,0,Madrid-Spain,Male
547.0,20.0,2.0,0.0,1.0,1.0,0.0,,-1,0,Paris-France,Female
536.0,50.0,5.0,0.0,1.0,1.0,0.0,69578.34,-5,1,Paris-France,Male
731.0,32.0,6.0,0.0,2.0,1.0,0.0,177655.69,-5,0,Madrid-Spain,Female
659.0,27.0,6.0,0.0,2.0,1.0,1.0,166526.32,-5,0,Paris-France,Female
645.0,39.0,2.0,122031.55,2.0,1.0,0.0,134878.19,2,0,Berlin-Germany,Female
592.0,48.0,4.0,124524.95,1.0,1.0,0.0,159843.08,-2,1,Paris-France,Male
724.0,32.0,9.0,127661.69,1.0,1.0,0.0,60905.51,-2,1,Paris-France,Male
704.0,32.0,2.0,0.0,1.0,0.0,0.0,163983.99,-2,0,Paris-France,Male
735.0,37.0,2.0,135829.73,1.0,1.0,1.0,51324.94,-3,0,Madrid-Spain,Male
680.0,31.0,3.0,127331.46,3.0,1.0,1.0,176433.6,3,0,Berlin-Germany,Male
850.0,36.0,1.0,0.0,2.0,1.0,0.0,132547.02,4,0,Paris-France,Male
565.0,38.0,5.0,0.0,1.0,0.0,1.0,80630.32,0,1,Paris-France,Female
754.0,45.0,6.0,0.0,2.0,1.0,1.0,73881.68,-2,0,Paris-France,Female
611.0,33.0,,0.0,2.0,1.0,1.0,123866.43,-5,0,Paris-France,Male
564.0,33.0,8.0,0.0,1.0,1.0,1.0,72462.25,3,0,Paris-France,Male
670.0,38.0,7.0,118770.32,1.0,1.0,0.0,96651.56,-4,1,Berlin-Germany,Female
724.0,53.0,8.0,0.0,2.0,0.0,0.0,177655.65,-1,0,Madrid-Spain,Female
819.0,23.0,9.0,140780.61,1.0,0.0,1.0,149946.43,1,0,Berlin-Germany,Female
619.0,30.0,5.0,0.0,2.0,0.0,0.0,113666.48,-2,0,Paris-France,Male
662.0,38.0,0.0,105271.56,1.0,0.0,0.0,179833.45,-4,1,Paris-France,Female
578.0,38.0,5.0,80242.37,2.0,0.0,0.0,56780.97,1,0,Paris-France,Male
765.0,47.0,1.0,133950.37,1.0,1.0,1.0,75959.1,3,1,Paris-France,Male
681.0,35.0,0.0,139659.04,1.0,1.0,0.0,63737.19,-2,0,Berlin-Germany,Male
543.0,49.0,5.0,108432.88,1.0,0.0,1.0,104610.86,1,1,Berlin-Germany,Male
597.0,26.0,5.0,92606.86,1.0,1.0,1.0,192727.98,3,0,Paris-France,Female
731.0,37.0,6.0,106011.59,2.0,1.0,1.0,180712.28,-5,0,Madrid-Spain,Female
675.0,32.0,5.0,129745.1,1.0,1.0,0.0,77965.44,1,0,Madrid-Spain,Female
629.0,45.0,2.0,141816.25,2.0,1.0,0.0,64849.74,-5,0,Berlin-Germany,Male
726.0,43.0,7.0,0.0,1.0,1.0,0.0,138528.51,4,1,Madrid-Spain,Male
748.0,40.0,4.0,,3.0,1.0,0.0,132368.47,2,1,Paris-France,Female
747.0,28.0,3.0,122389.88,1.0,0.0,0.0,110718.02,0,1,Berlin-Germany,Female
535.0,31.0,1.0,0.0,2.0,1.0,0.0,123866.43,-2,0,Paris-France,Male
634.0,29.0,7.0,0.0,2.0,0.0,0.0,55775.52,2,0,Paris-France,Female
677.0,,8.0,0.0,2.0,1.0,1.0,65089.38,0,0,Madrid-Spain,Male
554.0,35.0,5.0,0.0,2.0,1.0,1.0,158887.09,-3,0,Paris-France,Male
724.0,58.0,6.0,137814.07,1.0,1.0,1.0,120511.19,2,1,Paris-France,Female
438.0,41.0,8.0,144326.09,,1.0,0.0,64477.25,2,0,Berlin-Germany,Male
741.0,26.0,6.0,132591.36,1.0,1.0,0.0,149369.41,-5,0,Paris-France,Female
608.0,32.0,6.0,0.0,2.0,1.0,0.0,36242.19,0,0,Madrid-Spain,Male
545.0,39.0,4.0,0.0,2.0,1.0,1.0,184544.59,1,0,Paris-France,Male
648.0,35.0,6.0,0.0,2.0,1.0,0.0,77866.84,-4,0,Paris-France,Male
711.0,29.0,7.0,81811.71,2.0,1.0,0.0,94440.45,4,0,Berlin-Germany,Female
628.0,34.0,7.0,0.0,2.0,1.0,1.0,164018.98,-2,0,Paris-France,Male
678.0,36.0,8.0,0.0,2.0,0.0,0.0,123866.28,3,0,Paris-France,Male
642.0,42.0,3.0,0.0,1.0,0.0,0.0,151623.91,2,1,Paris-France,Female
477.0,38.0,2.0,0.0,2.0,1.0,1.0,146838.28,3,1,Paris-France,Unknown
636.0,37.0,7.0,121854.45,1.0,1.0,0.0,97782.92,-4,1,Madrid-Spain,Female
590.0,39.0,2.0,0.0,1.0,0.0,1.0,85424.34,-3,0,Paris-France,Male
743.0,38.0,7.0,141402.88,1.0,1.0,0.0,93882.98,-4,1,Berlin-Germany,Male
639.0,31.0,1.0,0.0,2.0,1.0,0.0,102076.02,-1,0,Madrid-Spain,Male
640.0,43.0,5.0,0.0,2.0,1.0,0.0,82222.66,-1,0,Paris-France,Female
637.0,39.0,6.0,0.0,2.0,0.0,1.0,150856.38,0,0,Madrid-Spain,Unknown
703.0,,4.0,154870.26,2.0,0.0,1.0,71738.0,-1,0,Berlin-Germany,Male
694.0,23.0,9.0,154822.58,1.0,0.0,0.0,65986.47,2,0,Paris-France,Female
709.0,29.0,7.0,0.0,2.0,1.0,0.0,72993.65,-4,0,Paris-France,Male
715.0,56.0,2.0,102970.93,1.0,1.0,0.0,119882.7,-3,1,Paris-France,Male
727.0,27.0,3.0,0.0,2.0,1.0,0.0,54495.82,4,0,Paris-France,Female
663.0,36.0,4.0,108862.76,1.0,1.0,1.0,79555.08,-2,0,Berlin-Germany,Female
645.0,45.0,5.0,118886.55,1.0,0.0,0.0,51636.7,-2,1,Berlin-Germany,Unknown
637.0,39.0,2.0,140557.52,1.0,0.0,0.0,103336.01,-5,0,Berlin-Germany,Male
563.0,35.0,10.0,0.0,2.0,0.0,0.0,66561.6,2,0,Paris-France,Female
645.0,41.0,9.0,132576.25,1.0,1.0,0.0,47832.82,4,1,Berlin-Germany,Female
751.0,39.0,6.0,0.0,2.0,1.0,1.0,164516.17,0,0,Madrid-Spain,Male
558.0,31.0,0.0,130206.28,2.0,1.0,0.0,49872.33,4,0,Berlin-Germany,Female
779.0,50.0,3.0,121627.5,2.0,1.0,1.0,86651.26,-5,1,Berlin-Germany,Male
551.0,33.0,4.0,0.0,2.0,1.0,0.0,92888.52,-5,0,Paris-France,Male
730.0,26.0,10.0,102073.67,1.0,0.0,1.0,166799.93,-1,1,Berlin-Germany,Female
683.0,27.0,6.0,137657.71,,0.0,0.0,70783.94,3,0,Paris-France,Female
697.0,32.0,2.0,112949.71,1.0,0.0,1.0,101979.86,-1,0,Berlin-Germany,Male
694.0,55.0,4.0,110559.46,1.0,1.0,0.0,117547.76,3,1,Madrid-Spain,Male
703.0,36.0,2.0,141252.18,2.0,1.0,1.0,107815.31,-5,0,Berlin-Germany,Male
662.0,31.0,3.0,0.0,2.0,0.0,1.0,27731.05,1,0,Paris-France,Male
598.0,36.0,6.0,0.0,2.0,1.0,1.0,106837.06,1,0,Paris-France,Male
585.0,42.0,9.0,0.0,1.0,0.0,1.0,175094.62,3,1,Paris-France,Female
753.0,26.0,7.0,0.0,2.0,1.0,0.0,126475.79,-3,0,Paris-France,Male
558.0,39.0,1.0,0.0,2.0,1.0,1.0,97908.01,4,0,Paris-France,Female
646.0,44.0,4.0,113958.55,3.0,1.0,0.0,148689.65,-5,1,Berlin-Germany,Male
703.0,66.0,2.0,0.0,2.0,1.0,1.0,115800.1,-2,0,Paris-France,Female
683.0,,9.0,148043.65,1.0,,1.0,57553.02,-2,0,Paris-France,Female
710.0,45.0,1.0,131628.52,1.0,1.0,1.0,50595.44,-3,0,Paris-France,Male
759.0,30.0,6.0,0.0,2.0,1.0,0.0,135394.62,-4,0,Paris-France,Male
678.0,44.0,6.0,117561.01,1.0,1.0,0.0,121361.8,3,1,Madrid-Spain,Female
601.0,38.0,6.0,0.0,2.0,1.0,1.0,131778.97,2,0,Madrid-Spain,Female
543.0,33.0,4.0,0.0,2.0,1.0,0.0,6761.84,2,0,Madrid-Spain,Male
741.0,21.0,3.0,0.0,2.0,0.0,1.0,116978.19,-5,0,Paris-France,Female
662.0,38.0,10.0,113908.32,1.0,1.0,1.0,141069.44,2,0,Paris-France,Female
729.0,33.0,10.0,0.0,2.0,1.0,0.0,195209.4,-3,0,Paris-France,Male
755.0,38.0,1.0,101043.79,1.0,1.0,1.0,91538.61,-3,0,Berlin-Germany,Female
576.0,34.0,3.0,97257.32,1.0,0.0,1.0,95859.96,-2,0,Paris-France,Female
656.0,57.0,6.0,144875.71,1.0,0.0,0.0,90106.94,3,1,Paris-France,Female
710.0,42.0,2.0,0.0,2.0,1.0,0.0,81838.28,3,0,Paris-France,Female
542.0,42.0,1.0,179960.2,4.0,1.0,0.0,131753.97,3,1,Paris-France,Unknown
718.0,39.0,1.0,137843.8,1.0,1.0,0.0,117622.8,3,0,Berlin-Germany,Female
787.0,41.0,9.0,0.0,1.0,0.0,0.0,13160.03,2,0,Paris-France,Female
730.0,28.0,5.0,0.0,1.0,1.0,0.0,151738.22,2,0,Paris-France,Female
705.0,42.0,4.0,0.0,1.0,0.0,1.0,114566.47,2,0,Paris-France,Female
637.0,40.0,6.0,0.0,2.0,1.0,0.0,181610.6,2,0,Madrid-Spain,Female
564.0,,5.0,0.0,,1.0,1.0,142331.85,1,0,Paris-France,Male
762.0,,4.0,124788.18,2.0,0.0,1.0,151169.93,1,0,Berlin-Germany,Male
754.0,27.0,,118287.01,1.0,1.0,1.0,161076.92,-5,0,Madrid-Spain,Male
659.0,40.0,9.0,0.0,2.0,,1.0,130866.95,3,0,Madrid-Spain,Female
584.0,37.0,7.0,0.0,2.0,1.0,1.0,13898.31,-2,0,Paris-France,Female
724.0,53.0,,99774.76,1.0,,1.0,116469.05,-4,0,Madrid-Spain,Male
741.0,30.0,3.0,99169.67,2.0,1.0,0.0,90273.85,-1,0,Berlin-Germany,Female
680.0,29.0,5.0,0.0,2.0,0.0,1.0,3148.2,-3,0,Paris-France,Male
726.0,38.0,5.0,126645.13,1.0,1.0,1.0,168303.55,1,0,Paris-France,Female
735.0,26.0,8.0,0.0,2.0,1.0,0.0,8991.75,4,0,Madrid-Spain,Female
748.0,39.0,9.0,0.0,1.0,0.0,0.0,149853.89,-3,0,Madrid-Spain,Male
682.0,45.0,5.0,0.0,1.0,1.0,1.0,99828.45,1,1,Paris-France,Female
636.0,45.0,2.0,121325.84,,1.0,1.0,159463.8,2,1,Paris-France,Male
681.0,28.0,2.0,0.0,2.0,1.0,0.0,131674.85,-3,0,Paris-France,Male
756.0,38.0,9.0,113599.74,2.0,1.0,0.0,28228.35,4,1,Berlin-Germany,Female
667.0,39.0,4.0,0.0,2.0,1.0,1.0,47455.82,0,0,Paris-France,Male
727.0,48.0,4.0,,2.0,1.0,0.0,18094.96,-2,0,Berlin-Germany,Male
753.0,38.0,3.0,0.0,2.0,1.0,1.0,114442.41,0,0,Madrid-Spain,Male
775.0,29.0,0.0,0.0,2.0,1.0,0.0,95740.93,0,0,Madrid-Spain,Male
539.0,35.0,4.0,105435.74,2.0,1.0,0.0,107890.69,1,0,Berlin-Germany,Male
629.0,31.0,3.0,117337.54,1.0,0.0,0.0,63846.36,2,0,Berlin-Germany,Male
757.0,49.0,2.0,0.0,2.0,1.0,0.0,164482.92,2,0,Paris-France,Female
726.0,34.0,6.0,0.0,1.0,0.0,0.0,95582.95,1,0,Paris-France,Female
714.0,40.0,2.0,0.0,1.0,1.0,0.0,62762.12,-1,0,Paris-France,Female
545.0,47.0,2.0,107764.75,1.0,1.0,0.0,106040.97,4,1,Berlin-Germany,Unknown
567.0,37.0,5.0,0.0,2.0,1.0,0.0,180613.04,-2,0,Paris-France,Male
579.0,30.0,7.0,166492.73,1.0,1.0,0.0,158977.79,-5,0,Madrid-Spain,Female
776.0,32.0,6.0,114027.7,2.0,1.0,1.0,193716.56,-2,0,Berlin-Germany,Male
714.0,29.0,3.0,0.0,2.0,1.0,0.0,181429.87,2,0,Madrid-Spain,Male
579.0,41.0,9.0,0.0,,1.0,1.0,131409.07,3,0,Paris-France,Male
573.0,36.0,10.0,117304.19,1.0,1.0,1.0,126104.99,1,0,Madrid-Spain,Female
745.0,56.0,10.0,129850.65,2.0,1.0,0.0,155920.61,-5,1,Berlin-Germany,Female
663.0,34.0,1.0,0.0,2.0,0.0,1.0,1408.91,-5,0,Paris-France,Male
748.0,41.0,10.0,138033.55,1.0,,0.0,35673.42,4,0,Paris-France,Female
756.0,33.0,1.0,134237.07,1.0,1.0,1.0,124571.09,2,0,Berlin-Germany,Male
583.0,29.0,5.0,0.0,2.0,1.0,1.0,51549.82,-4,0,Paris-France,Male
648.0,41.0,5.0,123049.21,1.0,0.0,0.0,5066.76,4,1,Berlin-Germany,Male
760.0,44.0,5.0,157852.21,1.0,0.0,0.0,61319.87,-3,0,Madrid-Spain,Female
559.0,34.0,8.0,,1.0,1.0,1.0,163830.37,-4,1,Berlin-Germany,Male
591.0,43.0,9.0,112281.8,,0.0,0.0,117434.31,4,1,Paris-France,Unknown
584.0,66.0,3.0,0.0,2.0,1.0,1.0,171681.86,-4,0,Paris-France,Female
556.0,50.0,3.0,131778.76,1.0,1.0,0.0,147537.57,-4,1,Berlin-Germany,Female
656.0,29.0,6.0,145754.84,2.0,1.0,0.0,122267.67,4,0,Berlin-Germany,Female
663.0,52.0,4.0,0.0,1.0,0.0,0.0,184839.7,3,1,Paris-France,Male
713.0,32.0,1.0,128551.36,1.0,1.0,1.0,66825.58,2,1,Paris-France,Male
591.0,34.0,4.0,150635.3,1.0,1.0,1.0,72274.84,-1,1,Berlin-Germany,Female
580.0,40.0,2.0,0.0,2.0,0.0,1.0,103603.91,1,0,Madrid-Spain,Female
699.0,34.0,7.0,0.0,2.0,1.0,1.0,3729.89,-3,0,Madrid-Spain,Female
699.0,31.0,5.0,0.0,2.0,0.0,1.0,141525.5,-3,0,Paris-France,Female
642.0,39.0,3.0,0.0,2.0,1.0,0.0,86410.28,0,0,Madrid-Spain,Male
643.0,33.0,3.0,144900.28,1.0,1.0,1.0,175072.64,-3,1,Berlin-Germany,Female
628.0,40.0,6.0,0.0,2.0,1.0,1.0,598.8,-4,0,Paris-France,Male
681.0,33.0,1.0,,2.0,1.0,0.0,114659.81,3,0,Paris-France,Female
593.0,22.0,0.0,100885.93,2.0,1.0,1.0,38772.65,0,0,Paris-France,Female
630.0,42.0,7.0,0.0,2.0,1.0,0.0,133267.78,0,0,Paris-France,Male
540.0,32.0,4.0,161647.66,1.0,0.0,1.0,71299.27,0,0,Paris-France,Female
706.0,39.0,1.0,0.0,2.0,1.0,0.0,164038.07,0,0,Madrid-Spain,Male
726.0,28.0,2.0,,2.0,1.0,0.0,,0,0,Paris-France,Female
730.0,36.0,4.0,0.0,1.0,1.0,0.0,46630.47,1,0,Madrid-Spain,Male
724.0,37.0,5.0,129755.99,1.0,1.0,0.0,81299.09,-5,0,Berlin-Germany,Male
755.0,32.0,4.0,110067.71,1.0,0.0,1.0,127187.04,-4,1,Berlin-Germany,Male
678.0,35.0,3.0,144773.29,1.0,1.0,1.0,54869.54,-3,0,Berlin-Germany,Female
695.0,35.0,5.0,97714.79,1.0,1.0,1.0,138380.23,-3,0,Berlin-Germany,Male
683.0,,3.0,132951.92,2.0,1.0,1.0,116495.55,-5,0,Berlin-Germany,Male
538.0,32.0,6.0,0.0,1.0,1.0,1.0,80130.54,4,0,Paris-France,Female
641.0,37.0,5.0,0.0,2.0,0.0,0.0,167784.28,1,0,Paris-France,Male
730.0,38.0,6.0,132578.51,1.0,0.0,0.0,83700.24,-3,0,Madrid-Spain,Male
727.0,51.0,4.0,0.0,1.0,0.0,1.0,47799.15,-4,1,Paris-France,Male
790.0,39.0,4.0,128743.08,1.0,1.0,1.0,125957.65,2,1,Berlin-Germany,Female
651.0,44.0,6.0,0.0,2.0,1.0,0.0,131807.14,2,0,Paris-France,Female
667.0,37.0,9.0,0.0,2.0,1.0,0.0,,-3,0,Paris-France,Male
642.0,20.0,9.0,123575.51,1.0,1.0,0.0,120380.12,3,0,Berlin-Germany,Male
755.0,41.0,7.0,0.0,2.0,1.0,1.0,75927.35,1,0,Madrid-Spain,Female
506.0,45.0,1.0,0.0,2.0,1.0,1.0,101319.76,2,0,Paris-France,Male
614.0,50.0,8.0,0.0,2.0,1.0,0.0,125870.5,4,0,Paris-France,Male
521.0,40.0,5.0,0.0,3.0,1.0,0.0,131736.23,4,0,Paris-France,Male
656.0,47.0,2.0,0.0,1.0,0.0,0.0,199693.84,-5,1,Paris-France,Male
689.0,46.0,5.0,113226.47,1.0,1.0,0.0,56770.76,0,0,Paris-France,Male
470.0,30.0,7.0,160272.27,2.0,1.0,0.0,49656.24,1,0,Paris-France,Male
629.0,36.0,4.0,120702.67,2.0,1.0,1.0,98175.74,4,0,Berlin-Germany,Male
735.0,29.0,7.0,0.0,1.0,1.0,1.0,167066.95,-1,0,Paris-France,Male
682.0,39.0,2.0,121166.89,1.0,1.0,0.0,132029.95,-4,1,Berlin-Germany,Male
648.0,38.0,6.0,0.0,2.0,0.0,1.0,84790.61,4,0,Paris-France,Male
562.0,40.0,1.0,94108.54,1.0,0.0,1.0,152883.95,3,1,Berlin-Germany,Male
638.0,38.0,2.0,103522.47,1.0,1.0,1.0,61602.42,-5,0,Paris-France,Male
682.0,48.0,0.0,96877.21,3.0,1.0,0.0,60905.51,1,1,Paris-France,Male
733.0,28.0,4.0,0.0,2.0,1.0,0.0,84730.52,-2,0,Madrid-Spain,Male
656.0,28.0,6.0,157562.29,2.0,1.0,1.0,169642.13,3,0,Berlin-Germany,Male
537.0,30.0,1.0,0.0,2.0,1.0,1.0,189607.7,-4,0,Madrid-Spain,Female
790.0,31.0,10.0,,2.0,1.0,0.0,100230.4,0,0,Paris-France,Male
699.0,43.0,10.0,137964.31,1.0,1.0,1.0,64731.4,-1,0,Berlin-Germany,Male
709.0,51.0,1.0,164672.66,1.0,1.0,0.0,161241.65,1,1,Paris-France,Female
691.0,39.0,5.0,0.0,2.0,1.0,1.0,146785.44,2,0,Paris-France,Male
785.0,48.0,8.0,130806.99,2.0,1.0,0.0,77231.27,2,0,Berlin-Germany,Female
678.0,69.0,8.0,138668.18,1.0,1.0,1.0,54144.01,4,0,Madrid-Spain,Male
633.0,30.0,8.0,0.0,1.0,1.0,0.0,133692.88,-1,0,Madrid-Spain,Male
492.0,37.0,9.0,141099.43,1.0,1.0,0.0,94875.05,-3,1,Berlin-Germany,Female
684.0,48.0,3.0,0.0,2.0,1.0,1.0,82990.65,2,0,Madrid-Spain,Male
543.0,25.0,4.0,0.0,2.0,1.0,1.0,,-3,0,Paris-France,Male
488.0,56.0,9.0,125397.21,2.0,1.0,1.0,28332.0,2,0,Berlin-Germany,Female
605.0,43.0,5.0,123584.34,2.0,0.0,0.0,113557.88,-1,1,Berlin-Germany,Male
698.0,38.0,6.0,156265.31,1.0,1.0,0.0,136910.18,3,0,Paris-France,Male
708.0,36.0,4.0,137714.25,1.0,1.0,0.0,194998.34,-2,1,Berlin-Germany,Female
